City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Metropolitan_Area
Amritsar,2020-01-22,21.05,40.05,9.72,10.07,19.58,11.92,0.8,7.78,39.9,1.59,1.84,2.0,40.05,Good,0
Amritsar,2020-01-23,27.42,50.66,9.68,10.01,17.86,11.99,0.73,7.05,40.09,1.5,1.54,1.83,50.66,Satisfactory,0
Amritsar,2020-01-24,43.96,77.9,9.54,9.93,19.14,12.01,0.6,8.46,43.35,1.85,1.82,2.0,77.9,Satisfactory,0
Amritsar,2020-01-25,71.6,130.66,10.19,10.17,20.05,11.96,0.7,11.04,43.22,2.35,2.3,2.0,130.66,Moderate,0
Amritsar,2020-01-26,45.03,82.9,9.88,10.69,18.16,11.83,0.73,15.78,38.27,1.88,2.08,1.83,82.9,Satisfactory,0
Amritsar,2020-01-27,61.56,94.0,10.19,10.77,19.76,12.31,0.64,11.17,32.32,2.11,2.12,2.0,94.0,Satisfactory,0
Amritsar,2020-01-28,42.4,55.89,10.76,10.82,20.45,11.96,0.64,10.61,23.37,1.66,1.67,2.0,55.89,Satisfactory,0
Amritsar,2020-01-29,20.48,36.13,9.53,10.7,19.55,11.84,0.98,6.87,28.73,1.64,1.87,2.0,49.0,Good,0
Amritsar,2020-01-30,27.36,57.69,10.0,10.35,19.39,11.8,0.55,6.8,31.21,1.69,1.81,1.96,57.69,Satisfactory,0
Amritsar,2020-01-31,21.43,139.43,10.12,10.15,19.02,12.09,0.47,9.95,27.1,1.96,1.7,1.93,139.43,Moderate,0
Amritsar,2020-02-03,13.46,29.6,59.14,92.98,67.48,21.41,1.44,13.67,16.71,2.97,3.4,1.71,116.22500000000001,Moderate,0
Amritsar,2020-02-04,67.56,103.84,27.82,21.0,36.62,14.74,0.49,6.95,37.74,2.09,2.14,2.0,103.84,Moderate,0
Amritsar,2020-02-05,55.53,94.4,17.32,12.2,26.8,12.12,0.54,7.43,33.11,1.74,1.7,2.05,94.4,Satisfactory,0
Amritsar,2020-02-06,74.16,128.7,18.61,11.48,27.36,12.04,0.46,8.99,39.2,1.85,1.76,1.94,128.7,Moderate,0
Amritsar,2020-02-07,62.25,102.49,17.94,13.47,28.51,12.09,0.33,7.3,41.35,1.83,1.85,2.0,102.49,Moderate,0
Amritsar,2020-02-08,92.15,166.94,17.97,11.59,26.63,12.4,0.9,9.69,43.9,2.15,2.14,1.95,166.94,Moderate,0
Amritsar,2020-02-09,113.54,160.38,17.18,11.18,27.37,11.99,0.21,10.05,42.74,2.99,2.63,2.0,160.38,Moderate,0
Amritsar,2020-02-10,63.68,115.75,17.14,10.13,26.59,12.03,1.03,7.86,42.74,1.94,2.09,1.98,115.75,Moderate,0
Amritsar,2020-02-11,84.93,187.15,17.48,10.4,26.72,12.02,0.3,9.07,35.77,2.31,2.22,2.0,187.15,Moderate,0
Amritsar,2020-02-12,38.88,136.28,18.01,13.17,27.73,12.36,0.5,2.5,37.25,1.71,1.79,2.0,136.28,Moderate,0
Amritsar,2020-02-13,42.33,117.43,17.64,11.27,26.66,12.13,0.76,10.04,35.09,1.63,1.63,2.05,117.43,Moderate,0
Amritsar,2020-02-14,33.14,100.08,16.9,10.48,27.0,11.82,0.66,8.33,39.73,1.58,1.68,2.0,100.08,Moderate,0
Amritsar,2020-02-15,41.33,123.92,17.35,10.41,27.39,11.92,0.78,10.64,43.24,1.91,2.19,2.0,123.92,Moderate,0
Amritsar,2020-02-16,69.4,154.93,17.22,10.43,26.33,12.04,0.44,10.13,45.83,2.41,2.76,1.98,154.93,Moderate,0
Amritsar,2020-02-17,66.39,145.96,18.06,11.42,27.62,12.09,0.87,9.98,45.62,2.11,2.42,1.96,145.96,Moderate,0
Amritsar,2020-02-18,59.59,144.61,17.56,11.48,27.13,12.19,0.74,11.15,50.25,2.0,2.07,2.0,144.61,Moderate,0
Amritsar,2020-02-25,58.55,134.7,19.04,13.05,29.17,12.23,0.76,9.63,32.13,1.8,1.93,2.0,134.7,Moderate,0
Amritsar,2020-02-26,71.27,156.66,21.07,14.77,29.73,12.55,0.31,9.85,30.07,1.79,1.9,1.9,156.66,Moderate,0
Amritsar,2020-02-27,58.17,133.37,19.01,13.89,27.62,12.37,1.33,7.4,27.53,1.72,2.12,2.0,133.37,Moderate,0
Amritsar,2020-02-28,67.24,142.34,17.4,11.73,26.33,12.18,0.64,11.92,29.72,1.7,1.97,1.96,142.34,Moderate,0
Amritsar,2020-02-29,26.4,83.14,19.15,12.31,29.03,12.12,0.62,11.35,30.35,1.53,1.92,2.0,83.14,Satisfactory,0
Amritsar,2020-03-01,22.15,83.69,17.9,12.55,27.8,12.16,0.83,21.92,29.65,1.44,1.86,1.98,83.69,Satisfactory,0
Amritsar,2020-03-02,32.33,97.38,17.54,11.96,27.44,12.02,0.78,9.91,29.66,1.55,1.83,1.98,97.38,Satisfactory,0
Amritsar,2020-03-03,33.46,103.81,18.06,11.38,27.5,11.77,0.61,10.78,30.09,1.61,1.81,1.98,103.81,Moderate,0
Amritsar,2020-03-04,55.5,135.96,17.43,10.82,26.5,11.8,0.44,13.85,32.2,1.81,1.85,1.94,135.96,Moderate,0
Amritsar,2020-03-05,22.09,74.89,17.71,11.96,28.12,11.84,0.72,14.65,30.07,1.44,1.56,2.0,74.89,Satisfactory,0
Amritsar,2020-03-06,17.61,61.51,17.42,11.14,26.82,12.0,0.74,11.49,27.23,1.38,1.47,1.98,61.51,Satisfactory,0
Amritsar,2020-03-07,17.0,61.08,17.79,11.2,27.07,12.16,0.82,8.51,29.45,1.39,1.51,1.98,61.08,Satisfactory,0
Amritsar,2020-03-08,25.44,77.68,17.05,11.41,26.88,12.1,0.82,11.62,30.24,1.46,1.76,2.0,77.68,Satisfactory,0
Amritsar,2020-03-09,20.71,72.89,17.35,11.81,26.87,12.14,0.82,6.74,32.77,1.43,1.75,2.0,72.89,Satisfactory,0
Amritsar,2020-03-10,43.24,115.85,18.82,12.66,28.37,12.29,0.73,9.44,34.08,1.66,2.02,2.0,115.85,Moderate,0
Amritsar,2020-03-11,40.15,107.64,18.14,13.18,28.04,11.88,0.62,8.1,30.16,1.65,1.99,1.96,107.64,Moderate,0
Amritsar,2020-03-12,18.34,74.72,17.92,10.99,27.31,12.21,0.71,7.79,35.57,1.3,1.37,1.89,74.72,Satisfactory,0
Amritsar,2020-03-13,17.08,70.36,17.22,11.62,26.98,11.8,0.78,8.52,36.31,1.39,1.59,2.0,70.36,Satisfactory,0
Amritsar,2020-03-14,21.05,70.22,18.49,11.98,28.28,11.71,0.7,12.75,32.14,1.38,1.7,1.98,70.22,Satisfactory,0
Amritsar,2020-03-15,25.65,83.27,17.4,12.99,27.07,12.15,0.73,21.74,32.95,1.47,1.87,2.0,83.27,Satisfactory,0
Amritsar,2020-03-16,38.07,106.34,17.57,12.39,27.5,11.97,0.68,9.82,33.3,1.57,1.94,1.98,106.34,Moderate,0
Amritsar,2020-03-17,41.78,109.94,18.18,10.31,27.98,12.02,0.72,9.56,31.27,1.57,1.84,2.0,109.94,Moderate,0
Amritsar,2020-03-18,45.62,118.05,17.72,10.48,25.35,11.93,0.64,9.77,30.51,1.46,1.71,1.83,118.05,Moderate,0
Amritsar,2020-03-19,39.08,107.8,17.38,10.28,27.28,11.98,0.62,16.11,30.29,1.58,1.94,2.0,107.8,Moderate,0
Amritsar,2020-03-20,40.61,110.94,17.07,10.97,27.42,12.0,0.48,27.59,31.58,1.8,2.12,2.0,110.94,Moderate,0
Amritsar,2020-03-21,33.78,100.73,17.69,11.47,27.21,12.03,0.68,23.06,26.71,1.55,2.03,1.98,100.73,Moderate,0
Amritsar,2020-03-22,24.57,77.22,17.13,11.39,26.89,11.98,0.7,19.46,31.11,1.48,2.01,2.0,77.22,Satisfactory,0
Amritsar,2020-03-23,30.12,85.69,17.86,10.34,27.64,11.93,0.84,9.34,31.26,1.43,1.88,2.0,85.69,Satisfactory,0
Amritsar,2020-03-24,26.35,75.6,18.2,10.94,27.27,12.09,1.27,7.73,29.78,1.43,1.69,1.98,75.6,Satisfactory,0
Amritsar,2020-03-25,15.6,61.47,18.43,10.79,27.91,11.96,0.86,6.41,28.07,1.36,1.67,2.0,61.47,Satisfactory,0
Amritsar,2020-03-26,22.63,72.7,17.79,11.82,27.96,11.84,0.73,7.16,32.26,1.41,1.72,2.0,72.7,Satisfactory,0
Amritsar,2020-03-27,20.29,60.78,21.42,13.83,29.21,12.79,0.73,6.22,25.63,1.35,1.62,1.94,60.78,Satisfactory,0
Amritsar,2020-03-28,12.03,54.63,19.93,12.76,30.41,12.33,0.76,6.2,22.84,1.34,1.53,2.01,54.63,Satisfactory,0
Amritsar,2020-03-29,17.74,63.75,17.36,11.56,27.43,12.19,0.76,6.7,22.1,1.37,1.67,1.98,63.75,Satisfactory,0
Amritsar,2020-03-30,21.35,68.57,17.8,11.05,26.97,12.07,0.71,7.21,22.14,1.37,1.66,1.98,68.57,Satisfactory,0
Amritsar,2020-03-31,21.91,70.76,17.8,10.68,27.51,11.97,0.78,6.82,22.14,1.38,1.54,2.0,70.76,Satisfactory,0
Amritsar,2020-04-01,14.18,60.07,18.48,10.29,27.96,12.1,0.77,6.3,22.14,1.32,1.59,1.98,60.07,Satisfactory,0
Amritsar,2020-04-02,13.97,63.92,17.69,10.82,27.94,11.74,0.78,6.22,22.14,1.34,1.58,2.01,63.92,Satisfactory,0
Amritsar,2020-04-03,17.52,61.42,17.88,10.69,26.99,12.16,0.76,6.57,22.14,1.34,1.61,1.98,61.42,Satisfactory,0
Amritsar,2020-04-04,22.8,50.68,17.62,10.84,27.79,12.01,0.69,7.4,22.14,1.42,1.78,2.0,50.68,Satisfactory,0
Amritsar,2020-04-05,34.73,68.87,16.81,10.78,25.99,11.93,0.69,8.68,22.14,1.52,1.89,1.94,68.87,Satisfactory,0
Amritsar,2020-04-11,16.56,25.76,18.57,13.16,31.0,10.78,0.4,7.07,22.14,0.68,0.69,1.0,25.76,Good,0
Amritsar,2020-04-12,20.09,34.55,18.33,11.21,28.01,12.03,0.85,8.49,22.14,1.4,1.55,2.0,42.5,Good,0
Amritsar,2020-04-13,29.47,59.84,17.65,11.55,27.61,12.12,0.59,9.63,22.14,1.65,1.98,2.0,59.84,Satisfactory,0
Amritsar,2020-04-14,22.37,50.46,17.34,10.67,23.17,12.09,0.64,6.33,22.14,1.21,1.4,1.79,50.46,Satisfactory,0
Amritsar,2020-04-15,32.05,75.31,20.86,18.96,28.66,15.16,0.73,6.55,23.62,1.26,1.5,1.83,75.31,Satisfactory,0
Amritsar,2020-04-16,22.61,48.2,23.03,17.01,33.2,14.86,0.73,7.65,36.07,1.39,1.75,2.0,48.2,Good,0
Amritsar,2020-04-17,17.45,38.01,18.7,11.4,28.05,12.66,0.7,7.76,42.81,1.38,1.47,1.98,42.81,Good,0
Amritsar,2020-04-18,8.8,18.03,21.51,11.43,31.09,12.4,0.8,5.88,43.02,1.32,1.42,2.0,43.02,Good,0
Amritsar,2020-04-19,11.33,30.5,18.12,11.33,27.79,12.74,0.82,8.85,43.02,1.35,1.54,2.0,43.02,Good,0
Amritsar,2020-04-20,16.35,56.92,17.86,12.25,28.27,11.95,0.68,9.64,43.02,1.37,1.54,2.0,56.92,Satisfactory,0
Amritsar,2020-04-21,9.84,39.79,19.48,13.03,29.25,12.24,0.79,13.02,43.02,1.33,1.43,2.0,43.02,Good,0
Amritsar,2020-04-22,13.72,51.33,21.63,14.02,31.4,12.69,0.74,9.17,43.02,1.36,1.6,2.0,51.33,Satisfactory,0
Amritsar,2020-04-23,14.67,59.48,23.49,16.84,33.39,12.8,0.84,8.59,43.02,1.31,1.15,2.0,59.48,Satisfactory,0
Amritsar,2020-04-24,20.68,78.36,20.44,16.25,32.22,12.53,0.67,8.94,43.02,1.3,1.1,2.0,78.36,Satisfactory,0
Amritsar,2020-04-25,15.74,67.22,22.04,16.48,30.38,13.38,0.77,17.19,43.02,1.29,1.09,1.98,67.22,Satisfactory,0
Amritsar,2020-04-26,14.78,54.18,19.74,15.44,29.59,12.11,0.69,11.17,43.02,1.3,1.1,5.05,54.18,Satisfactory,0
Amritsar,2020-04-27,11.2,42.21,38.1,32.33,46.31,19.36,0.75,6.42,44.12,1.25,1.06,8.48,44.12,Good,0
Amritsar,2020-04-28,13.63,52.77,28.22,21.57,37.97,14.54,0.79,7.08,43.57,1.3,1.1,8.81,52.77,Satisfactory,0
Amritsar,2020-04-29,24.61,86.73,26.75,19.19,36.02,14.53,0.76,9.0,43.57,1.3,1.1,8.72,86.73,Satisfactory,0
Amritsar,2020-04-30,23.98,112.59,25.07,17.26,34.95,13.57,0.76,8.5,43.57,1.3,1.1,8.81,112.59,Moderate,0
Amritsar,2020-05-01,32.01,141.16,20.93,14.93,30.16,12.8,0.78,9.5,43.57,1.3,1.1,8.72,141.16,Moderate,0
Amritsar,2020-05-02,28.37,114.11,20.75,16.36,29.69,12.73,0.63,8.45,43.57,1.29,1.09,8.72,114.11,Moderate,0
Amritsar,2020-05-03,15.46,65.47,23.93,18.66,35.6,13.06,0.78,7.07,26.82,1.29,1.09,8.72,65.47,Satisfactory,0
Amritsar,2020-05-04,19.64,72.31,19.2,16.05,28.92,12.8,0.81,8.64,27.11,1.29,1.09,8.67,72.31,Satisfactory,0
Amritsar,2020-05-05,18.81,74.73,19.59,14.69,29.97,12.13,0.73,7.44,27.1,1.3,1.1,8.72,74.73,Satisfactory,0
Amritsar,2020-05-06,23.32,76.19,19.26,12.39,28.6,12.35,0.82,10.3,27.11,1.3,1.1,8.72,76.19,Satisfactory,0
Amritsar,2020-05-07,18.39,48.21,33.61,26.95,39.88,18.62,0.73,8.99,37.82,1.23,1.04,8.23,48.21,Good,0
Amritsar,2020-05-08,34.0,83.68,30.38,24.27,39.73,15.15,0.83,10.06,43.77,1.3,1.1,8.81,83.68,Satisfactory,0
Amritsar,2020-05-09,37.31,87.52,22.45,18.78,31.81,13.86,0.75,10.47,43.73,1.29,1.09,8.72,87.52,Satisfactory,0
Amritsar,2020-05-10,39.62,91.93,20.3,13.69,30.2,12.41,0.7,10.16,43.77,1.3,1.1,8.82,91.93,Satisfactory,0
Amritsar,2020-05-11,32.14,70.6,20.67,15.65,30.08,12.66,0.67,7.82,43.77,1.3,1.1,8.72,70.6,Satisfactory,0
Amritsar,2020-05-12,24.59,49.58,21.79,16.79,30.38,13.27,0.82,9.74,43.77,1.3,1.1,8.82,49.58,Good,0
Amritsar,2020-05-13,44.76,86.65,19.55,15.63,30.07,12.96,0.74,9.08,43.77,1.27,1.08,8.63,86.65,Satisfactory,0
Amritsar,2020-05-14,42.22,78.34,21.56,15.84,32.32,12.57,0.61,9.03,43.77,1.3,1.1,8.81,78.34,Satisfactory,0
Amritsar,2020-05-15,21.61,43.74,22.88,15.94,32.43,12.76,0.91,9.9,43.77,1.3,1.1,8.72,45.5,Good,0
Amritsar,2020-05-16,35.91,69.27,20.01,14.83,29.75,12.49,0.75,9.26,43.77,1.3,1.1,8.81,69.27,Satisfactory,0
Amritsar,2020-05-17,39.96,77.29,20.35,15.98,30.7,12.66,0.75,11.8,43.77,1.3,1.1,8.81,77.29,Satisfactory,0
Amritsar,2020-05-18,44.56,76.97,22.31,17.48,27.56,12.49,0.67,26.68,43.77,1.06,0.89,6.88,76.97,Satisfactory,0
Amritsar,2020-05-19,34.55,59.21,21.5,14.96,30.21,12.55,0.69,22.25,52.91,1.3,1.1,8.81,59.21,Satisfactory,0
Amritsar,2020-05-20,43.35,68.58,21.26,15.0,30.04,12.84,0.69,11.86,64.78,1.3,1.1,8.72,68.58,Satisfactory,0
Amritsar,2020-05-21,52.58,81.31,20.08,15.55,30.04,12.53,0.68,10.76,64.78,1.3,1.1,8.82,81.31,Satisfactory,0
Amritsar,2020-05-22,68.2,113.31,19.12,13.29,29.59,12.35,0.62,23.16,41.89,1.29,1.09,8.72,113.31,Moderate,0
Amritsar,2020-05-23,54.78,96.64,18.45,12.8,28.26,11.97,0.48,18.35,17.0,1.3,1.1,8.82,96.64,Satisfactory,0
Amritsar,2020-05-24,29.01,55.05,18.64,11.41,26.45,12.15,0.61,19.01,17.0,1.22,1.03,8.26,55.05,Satisfactory,0
Amritsar,2020-05-25,16.29,72.17,17.69,10.6,27.18,12.27,0.76,17.75,17.0,1.3,1.1,8.82,72.17,Satisfactory,0
Amritsar,2020-05-26,51.47,90.41,18.07,10.31,27.12,12.29,0.97,34.05,17.0,1.29,1.09,8.63,90.41,Satisfactory,0
Amritsar,2020-05-27,37.21,66.23,16.63,10.97,26.78,11.95,0.56,14.45,17.0,1.3,1.1,8.81,66.23,Satisfactory,0
Amritsar,2020-05-28,43.68,108.29,17.75,10.33,27.66,12.14,0.49,10.98,17.0,1.3,1.1,8.72,108.29,Moderate,0
Amritsar,2020-05-29,29.99,77.22,19.41,11.22,28.95,11.92,0.73,12.3,17.0,1.3,1.1,8.72,77.22,Satisfactory,0
Amritsar,2020-05-30,24.14,51.65,20.17,14.87,31.03,12.57,0.66,6.28,17.0,1.3,1.1,8.82,51.65,Satisfactory,0
Amritsar,2020-05-31,13.33,25.58,27.84,22.14,37.92,14.22,0.63,8.09,17.0,1.3,1.1,8.72,31.5,Good,0
Amritsar,2020-06-01,19.12,33.74,30.02,39.8,34.58,17.15,0.71,11.8,22.8,1.23,1.04,8.33,49.75,Good,0
Amritsar,2020-06-02,26.84,152.97,23.06,21.62,34.76,13.99,0.68,17.71,28.48,1.3,1.1,8.81,152.97,Moderate,0
Amritsar,2020-06-03,26.72,486.99,20.32,12.54,29.09,12.08,0.58,10.48,36.15,1.3,1.1,8.72,486.99,Severe,0
Amritsar,2020-06-04,30.13,167.85,20.82,15.08,28.88,13.01,0.74,16.68,33.88,1.22,1.03,8.27,167.85,Moderate,0
Amritsar,2020-06-05,20.75,29.73,24.69,21.48,34.62,14.25,0.72,10.49,40.04,1.3,1.1,8.82,40.04,Good,0
Amritsar,2020-06-06,15.5,24.76,21.22,15.84,30.45,13.12,0.77,8.67,39.85,1.3,1.1,8.72,39.85,Good,0
Amritsar,2020-06-07,26.99,43.07,21.13,15.1,30.36,12.77,0.59,6.56,40.04,1.3,1.1,8.81,43.07,Good,0
Amritsar,2020-06-08,27.07,59.04,19.32,13.52,27.74,12.57,0.59,8.56,39.64,1.29,1.09,8.63,59.04,Satisfactory,0
Amritsar,2020-06-12,27.87,96.72,16.68,9.17,24.32,12.01,0.71,12.02,30.79,1.29,1.09,8.53,96.72,Satisfactory,0
Amritsar,2020-06-13,24.76,93.78,16.61,8.31,24.6,11.93,0.65,10.76,32.52,1.3,1.1,8.82,93.78,Satisfactory,0
Amritsar,2020-06-14,31.92,96.98,15.92,8.01,23.81,12.06,0.69,10.86,32.52,1.3,1.1,8.72,96.98,Satisfactory,0
Amritsar,2020-06-15,28.49,108.35,16.93,7.97,24.78,12.0,0.75,16.73,32.52,1.3,1.1,8.81,108.35,Moderate,0
Amritsar,2020-06-16,37.0,119.96,19.94,16.04,26.67,13.83,0.68,13.24,31.49,1.21,1.02,8.08,119.96,Moderate,0
Amritsar,2020-06-17,40.46,131.87,31.85,26.2,42.08,15.21,0.73,9.2,16.56,1.3,1.1,8.82,131.87,Moderate,0
Amritsar,2020-06-18,34.6,123.23,21.98,18.43,30.65,13.91,0.74,12.51,16.48,1.3,1.1,8.72,123.23,Moderate,0
Amritsar,2020-06-19,47.94,169.06,19.11,12.63,27.07,12.34,0.62,10.92,16.48,1.3,1.1,8.82,169.06,Moderate,0
Amritsar,2020-06-20,55.58,88.74,58.55,53.34,77.94,23.22,0.71,5.53,16.48,1.3,1.1,8.72,88.74,Satisfactory,0
Amritsar,2020-06-22,39.81,95.02,23.84,18.72,32.27,14.43,0.68,4.64,16.48,1.3,1.1,8.72,95.02,Satisfactory,0
Amritsar,2020-06-23,68.81,312.18,18.9,12.03,25.83,12.64,0.67,4.36,16.48,1.3,1.1,8.82,312.18,Very Poor,0
Amritsar,2020-06-24,23.77,69.62,17.0,9.97,23.17,12.08,0.59,7.21,16.48,1.2,1.02,7.97,69.62,Satisfactory,0
Amritsar,2020-06-25,31.68,57.96,18.0,10.71,25.96,11.94,0.74,5.83,16.48,1.3,1.1,8.82,57.96,Satisfactory,0
Amritsar,2020-06-26,32.85,151.19,23.35,18.01,31.94,13.71,0.66,4.79,16.48,1.29,1.08,8.54,151.19,Moderate,0
Amritsar,2020-06-28,45.24,40.0,23.11,17.9,27.47,13.25,0.63,5.22,16.48,1.16,0.98,7.85,56.550000000000004,Satisfactory,0
Amritsar,2020-06-29,26.77,60.69,26.99,19.83,34.03,14.94,0.67,4.89,16.48,1.3,1.1,8.81,60.69,Satisfactory,0
Amritsar,2020-06-30,41.64,76.49,22.03,15.97,30.6,13.29,0.69,4.67,16.48,1.3,1.1,8.72,76.49,Satisfactory,0
Amritsar,2020-07-01,57.67,100.99,32.81,15.11,30.2,17.73,0.59,3.48,16.48,1.3,1.1,8.82,100.99,Moderate,0
Chandigarh,2019-09-02,13.62,87.4,8.15,4.28,12.15,0.78,0.55,10.12,45.86,3.42,0.33,4.15,87.4,Satisfactory,0
Chandigarh,2019-09-03,27.93,95.68,9.72,4.71,14.19,0.88,0.79,9.36,30.18,3.39,0.04,3.82,95.68,Satisfactory,0
Chandigarh,2019-09-04,34.05,90.68,16.53,9.83,25.86,1.68,0.93,4.27,17.23,5.27,0.89,21.98,90.68,Satisfactory,0
Chandigarh,2019-09-19,38.1,61.67,7.61,3.3,10.9,1.37,0.65,14.74,26.14,7.14,1.94,2.15,61.67,Satisfactory,0
Chandigarh,2019-09-20,40.41,67.91,10.52,3.96,12.79,3.76,0.55,9.97,28.6,4.46,2.02,1.48,67.91,Satisfactory,0
Chandigarh,2019-09-21,27.21,62.04,8.6,7.2,10.64,5.9,0.53,9.63,34.72,3.57,2.08,1.32,62.04,Satisfactory,0
Chandigarh,2019-09-22,29.75,64.56,10.22,5.64,11.21,5.98,0.55,8.67,21.21,4.0,1.72,1.31,64.56,Satisfactory,0
Chandigarh,2019-09-23,18.35,49.86,9.53,4.55,10.1,5.94,0.51,8.83,27.24,5.97,5.59,7.5,49.86,Good,0
Chandigarh,2019-09-24,34.43,89.26,9.8,4.23,10.04,5.87,0.66,8.71,37.1,4.85,2.52,1.49,89.26,Satisfactory,0
Chandigarh,2019-09-25,33.66,105.3,10.94,6.56,11.8,5.97,0.73,8.19,21.1,5.69,2.16,1.39,105.3,Moderate,0
Chandigarh,2019-09-26,22.93,73.73,13.33,6.05,10.8,6.34,0.79,12.05,17.26,4.74,1.81,1.28,73.73,Satisfactory,0
Chandigarh,2019-09-27,16.0,57.51,18.72,5.25,17.25,6.51,0.83,12.05,24.57,7.3,1.96,1.25,57.51,Satisfactory,0
Chandigarh,2019-09-28,22.41,59.18,18.75,5.06,17.87,6.57,0.56,13.4,31.23,4.98,1.65,1.36,59.18,Satisfactory,0
Chandigarh,2019-09-29,13.93,49.87,12.76,3.31,7.67,6.1,0.5,14.95,16.21,2.79,1.66,1.55,49.87,Good,0
Chandigarh,2019-10-01,24.45,49.4,27.37,5.3,24.85,7.27,0.85,16.05,12.58,6.07,1.89,2.33,49.4,Good,0
Chandigarh,2019-10-02,15.77,44.47,13.35,5.38,13.63,6.2,0.54,15.9,20.96,4.99,2.73,1.79,44.47,Good,0
Chandigarh,2019-10-03,29.59,71.0,10.47,7.86,12.9,6.24,0.71,16.42,19.05,6.85,2.43,1.85,71.0,Satisfactory,0
Chandigarh,2019-10-04,30.27,73.77,7.99,8.1,10.54,5.76,0.46,18.14,16.87,4.5,2.51,1.64,73.77,Satisfactory,0
Chandigarh,2019-10-05,25.9,77.68,9.62,4.75,10.27,5.9,0.44,15.09,17.33,4.37,2.27,1.41,77.68,Satisfactory,0
Chandigarh,2019-10-06,38.69,82.66,10.07,4.05,10.31,6.01,0.49,14.44,15.07,4.07,1.45,1.58,82.66,Satisfactory,0
Chandigarh,2019-10-07,53.09,112.6,8.63,5.0,9.58,5.96,0.51,11.35,17.72,4.88,0.65,1.67,112.6,Moderate,0
Chandigarh,2019-10-08,43.67,104.59,10.14,4.64,10.57,5.99,0.61,12.42,13.96,4.7,0.92,1.96,104.59,Moderate,0
Chandigarh,2019-10-09,53.12,120.09,17.13,5.73,16.77,6.57,0.85,13.54,16.92,5.99,1.07,2.17,120.09,Moderate,0
Chandigarh,2019-10-10,56.82,121.89,13.25,6.53,13.7,6.21,0.74,12.52,19.27,7.2,0.99,1.89,121.89,Moderate,0
Chandigarh,2019-10-11,50.45,106.22,13.64,6.51,14.27,6.27,0.74,10.38,11.03,5.31,0.86,1.76,106.22,Moderate,0
Chandigarh,2019-10-12,58.03,106.62,13.94,5.64,14.67,6.25,0.72,12.45,26.84,6.49,0.89,1.99,106.62,Moderate,0
Chandigarh,2019-10-13,57.61,112.63,15.52,4.3,14.77,6.21,0.71,11.66,19.64,5.98,0.96,2.01,112.63,Moderate,0
Chandigarh,2019-10-14,74.8,128.72,13.92,6.28,14.43,6.31,0.83,13.5,19.87,6.43,0.66,25.17,128.72,Moderate,0
Chandigarh,2019-10-15,73.44,135.12,16.48,6.34,16.6,6.47,0.95,12.4,15.35,6.67,0.55,49.92,135.12,Moderate,0
Chandigarh,2019-10-16,83.96,151.62,17.66,6.6,17.59,6.62,1.0,10.71,19.99,7.02,0.57,1.4,151.62,Moderate,0
Chandigarh,2019-10-17,80.65,133.85,16.88,7.57,17.78,6.95,0.88,10.2,22.35,6.95,0.55,1.33,133.85,Moderate,0
Chandigarh,2019-10-18,56.2,108.33,12.07,5.93,12.92,6.42,0.61,10.23,24.06,4.8,0.35,1.27,108.33,Moderate,0
Chandigarh,2019-10-19,51.84,109.52,14.08,5.48,14.22,6.49,0.62,11.54,18.3,4.92,0.4,3.8,109.52,Moderate,0
Chandigarh,2019-10-20,53.9,111.12,10.73,5.4,11.43,6.04,0.59,11.04,18.54,4.51,0.29,2.05,111.12,Moderate,0
Chandigarh,2019-10-21,53.79,117.94,11.51,5.22,11.97,6.14,0.54,10.41,19.03,4.71,0.3,3.57,117.94,Moderate,0
Chandigarh,2019-10-22,47.72,106.01,10.27,4.3,10.48,6.15,0.54,9.55,22.98,4.48,1.08,2.68,106.01,Moderate,0
Chandigarh,2019-10-23,46.9,108.1,18.05,5.96,17.37,6.75,0.73,10.67,16.13,5.49,2.45,3.01,108.1,Moderate,0
Chandigarh,2019-10-24,71.66,130.66,21.97,7.38,21.56,7.01,0.91,9.69,15.62,6.21,3.91,3.96,130.66,Moderate,0
Chandigarh,2019-10-25,92.3,159.18,17.22,7.59,17.86,6.61,0.99,10.21,17.21,3.33,8.64,1.03,159.18,Moderate,0
Chandigarh,2019-10-26,104.11,150.29,12.26,6.84,13.52,6.22,0.82,10.29,18.17,3.0,6.19,0.9,150.29,Moderate,0
Chandigarh,2019-10-27,122.16,180.25,7.8,16.3,11.84,7.79,0.73,9.92,17.49,3.04,5.9,0.81,180.25,Moderate,0
Chandigarh,2019-10-28,154.85,224.22,33.17,13.6,33.08,27.94,0.82,9.24,16.2,3.21,6.21,0.76,224.22,Poor,0
Chandigarh,2019-10-29,110.06,184.04,36.29,19.43,43.39,40.84,1.29,9.28,14.68,3.47,8.34,0.95,184.04,Moderate,0
Chandigarh,2019-10-30,108.09,181.54,17.27,11.43,20.99,22.6,1.01,8.21,22.36,3.42,7.81,0.86,181.54,Moderate,0
Chandigarh,2019-10-31,109.17,169.19,9.28,10.06,13.98,12.73,0.99,8.87,24.24,3.29,6.73,0.85,169.19,Moderate,0
Chandigarh,2019-11-01,112.71,190.12,7.24,13.46,14.1,12.82,0.89,8.29,26.53,3.43,6.82,0.8,190.12,Moderate,0
